"Date (MM/DD/YYYY)","Category","Amount","Note"
"02/07/2016","Fun","-4.5","крокодил крепление для смарта 2$"
"02/05/2016","Food","-9.5","эклери и пайка"
"02/05/2016","Food","-27.0","пайка"
"02/05/2016","Food","-3.0","2б консерв"
"02/02/2016","Food","-7.9","пайка"
"02/02/2016","Food","-8.8","творог и сыр"
"02/01/2016","Food","-22.1","Ежа"
"01/31/2016","Med","-33.0","прост массажер, вакуум помп"
"01/31/2016","Clothes","-47.5","трусы, шеврон fox, камо майка, маска спандекс"
"01/31/2016","Future Company","-12.5","Глазки для камней, компостер звёздочка"
"01/31/2016","Work","-25.0","кошелёк для мобилы синий и противогаз с двойными картриджами на ебай"
"01/30/2016","Income","680.0","Зрплтк за Декабрь 😐"
"01/30/2016","Income","6.0","Сэкономил зделав щётку для спины из спиздженных щётки и куска металопласт трубы. Вместо той за $2,65 , что собирался купить на Али 😎"
"01/29/2016","Food","-21.0","вкусняшки"
"01/27/2016","Consumables","-22.5","проездной за Февраль"
"01/27/2016","Food","-2.9","пайка"
"01/27/2016","Food","-2.5","квас и лук от простуды"
"01/27/2016","Food","-1.0","минералка"
"01/27/2016","Food","-13.8","пайка"
"01/25/2016","Food","-22.4","пайка"
"01/24/2016","Bills","-15.0","на телефон и интернет"
"01/22/2016","Food","-7.3","2 тушняка и эклеры"
"01/20/2016","Food","-2.2","эклеры"
"01/19/2016","Food","-5.2","пайка и лимончик"
"01/19/2016","Food","-15.0","копч рыбк и др."
"01/17/2016","Bills","-194.0","Татьяне за Февраль"
"01/17/2016","Food","-14.8","пайка"
"01/16/2016","Clothes","-8.0","два шарфа флисовых"
"01/15/2016","Food","-24.0","пайка на казинца"
"01/14/2016","Food","-8.6","пайка"
"01/14/2016","Work","-4.7","Щётка и кисть"
"01/10/2016","Clothes","-11.5","майка бордо V вырез "
"01/09/2016","Food","-12.6","пайка"
"01/09/2016","Consumables","-3.5","беруши"
"01/09/2016","Clothes","-10.0","плавки"
"01/08/2016","Food","-28.4","пайка"
"01/06/2016","Food","-1.2","Сникерс"
"01/06/2016","Consumables","-5.4","Шампунь Head and Shoulders Old Spice"
"01/06/2016","Consumables","-7.5","Спрей для растяжки обуви и водостоп."
"01/06/2016","Clothes","-16.7","Две пары чёрных трусов MF"
"01/04/2016","Food","-6.3","пайка"
"01/04/2016","Food","-3.8","калбаска"
"01/04/2016","Consumables","-1.9","Dove мыло"
"01/03/2016","Food","-12.3","Пайка"
"01/03/2016","Clothes","-15.0","Тапочки на ебай"
"01/02/2016","Bills","-10.0","За газ закинул через e-pay, на моём счету было -21000 чек заскриншотил."
"01/02/2016","Future Company","-3.5","Лазерная указка"
"12/31/2015","Med","-17.0","Масло от мешков под глазами"
